,Title,email,KeyWords,Abstract,domain
67,Integrating FAHP with COPRAS-G Method for Supplier Selection (Case Study: an Iranian Manufacturing Company) ,,,"Supplier selection has become a core competency for many companies, however, the nature of these decisions can be complex and unstructured. This paper presents a fuzzy-Grey decision-making approach designed for supplier selection which is generally considered a Multi-Criteria Decision Making (MCDM) problem. As is the nature of real world MCDM application, both quantitative and qualitative factors must be considered along with the feedback of decision makers. The introduction of expert opinion requires a robust methodology since their judgments and preferences are often vague and cannot be easily estimated with a numerical value. In this paper, an integration of a Fuzzy Analytic Hierarchy Process (FAHP) and the Complex Proportional Assessment of alternatives to Grey relations (CORPAS-G) is proposed to prioritize suppliers in an Iranian manufacturing industry. Commonly cited criteria for supplier selection are identified via literature review and selected by experts. Linguistic values which are expressed in triangular fuzzy numbers are then used to assess the ratings for criteria which are weighted based on the applied AHP model and fuzzy logic. After obtaining each criterions weight, suppliers are ranked based on the COPRAS-G method. Lastly, advantages of using fuzzy and grey values to tackle uncertainty in decision makers judgments are discussed.",
68,Use of Traffic Simulators to Determine Driver Response to Work Zone Configurations ,,,"Improving work zone road safety is an issue of great interest due to the high number of crashes observed in work zones. Departments of Transportation (DOTs) use a variety of methods to inform drivers of upcoming work zones. One method used by DOTs is work zone signage configuration. It is necessary to evaluate the efficiency of different configurations, by law, before implementation of new signage designs that deviate from national standards. This research presents a driving simulator based study, funded by the Missouri Department of Transportation (MoDOT) that evaluates a drivers response to work zone sign configurations. This study has compared the Conventional Lane Merge (CLM) configurations against MoDOT's alternate configurations. Study participants within target populations, chosen to represent a range of Missouri drivers, have attempted four work zone configurations, as part of a driving simulator experience. The test scenarios simulated both right and left work zone lane closures for both the CLM and MoDOT alternatives. Travel time was measured against demographic characteristics of test driver populations. Statistical data analysis was used to investigate the efficiency of different configurations employed in the study. The results of this study were compared to results from a previous MoDOT study.",
69,"Enhancing PLM Using Re-usable, Configurable, MBSE-Based System Patterns to Represent Platforms",,,"Model-based descriptions of systems (product systems, manufacturing systems, and other systems) are emerging from Model-Based Systems Engineering (MBSE). These system models describe the design, requirements, and other life cycle aspects of complex systems. Of particular interest are platform systemsfamilies of configurable systems based on a common structure and configured in different variations optimized for different applications, market segments, or customer instances. This presentation illustrates the use of Pattern-Based Systems Engineering (PBSE), an extension of MBSE, to represent a family of manufacturing systems, including its use in different life cycle processes of ISO 15288. Product Lifecycle Management (PLM) methods and systems play critical, high-value roles in this emerging integrated framework, which is itself a system, with its own life cycle. The same underlying methods that improve management of products and services can be used to organize the framework of in which PLM systems are implemented, integrated, and evolved. This project is a collaboration project between university (Indiana University Purdue University Indianapolis) and industry (ICTT System Sciences). The goal for this project is to implement generic pattern based systems engineering model into PLM software Siemens Teamcenter. Teamcenter is a comprehensive and integrated collection of applications that manage the wide range of information and work processes of products and their supporting systems throughout the products lifecycles. The application most relevant to the Systematica methodology, models, and patterns is Teamcenter Systems engineering. This application includes views with special functionalities to manage physical, logical, functional, and requirement statement hierarchies and the trace relationship between them from a",
70,Social Media for Sustaining Product Innovation: A Design Framework for Capturing Business Insights from User-Generated Content ,,,"The fast paced business environment is increasingly requiring companies to explore the use of external sources of ideas and information to accelerate innovation. Social media, full of users opinions and comments, has been considered as a gold mine for exploring new and useful ideas so as to augment companies competence in innovation. Despite the increasing importance of social media having led more and more firms to engage with it, capturing insightful information and knowledge from the vast amount of online content can be very challenging. Thus far, there is a lack of useful methods that serve to collect and analyze the substantial data effectively. In this study, it is argue that companies need to work systematically to analyze and interpret the online commentaries of social media, for this can enhance in-house research and design activities. In this research, the intention is to find ways of tackling the challenges faced by companies in trying to deal with big data, with the focus on the context of social media. To this end, we propose a theoretical framework, from the design science approach, for automatically gathering and analyzing online commentaries in connection to product innovation, with an establishing web corpus derived from this study. To date, content analysis based on qualitative data collected from the most popular online car discussion forum in Taiwan, namely Mobile01 (www.mobile01.com), has been undertaken. Preliminary research results will be given in this report.",
71,Case Study Research of User Design Methods ,,,"System users have been a demonstrated source of innovations and breakthrough ideas.  While there is a wealth of literature dedicated to understanding this source of innovation for its ability to generate new markets; understanding how users design and change systems remains understudied.  As an initial step, this research seeks to understand problem solving mechanisms employed by users.  To observe this phenomenon, this initial research considers an extreme case of user design, the development of a complex system.  Three categories of change mechanisms were employed by users: user, method and material.  As a departure from traditional design methods it was found that users view themselves as a dynamic component of the system and change themselves or their behaviors to enable system capabilities.  In the case considered, users were able to rapidly develop a complex system to meet new requirements; interestingly this was accomplished with either modular or minimally invasive equipment changes.  While traditional flexible design tenets were present in the materiel components of the system (e.g. robustness and modularity), the skill and capacity of the system users provided a separate source of system flexibility.",
72,Mitigating Turnover of Software Engineers in Department of Defense Contractor Organizations,,,"The replacement of employees due to turnovers has a significant impact on an organizations performance, expenses, and productivity. Previous studies have concluded that motivation and job satisfaction are correlated with an employee's turnover intentions. This study will analyze the relationships between software engineers' personality traits and demographical factors on their job satisfaction and motivation to aid managers in developing more effective solutions for increasing the job satisfaction and motivation of software engineers resulting in a reduction in turnover. Models for mapping software engineers' personality traits, demographical factors, job satisfaction, motivation, and turnover intentions will also be developed. A survey that will collect information on demographics, personality traits, job satisfaction, motivation, and turnover intentions will be sent out to software engineering employees of department of defense contractor organizations for the purposes of this study.",
73,Financial and Groundwater Credit in Contractionary Environments: Implications for Sustainable Groundwater Management and the Groundwater Credit Crunch ,,,"Unsustainable groundwater consumption represents a reliance on environmental credit.  A reduction in groundwater credit availability, by policy or physical constraint, can create an environmental credit crunch homologous to a financial credit crunch.  This paper presents a logical argument for a systemic, structural isomorphology between groundwater credit and financial credit in a contractionary environment.  Monetary policy can be used to contract credit and control the aggregate demand of an economy.  As society transitions to sustainable groundwater management, similar policies may be required to facilitate a contraction of groundwater credit.  The analysis presented may justify the application of knowledge about monetary policy to groundwater management policy.  A comparison of the structural components of each system is presented along with a description of the causal loops of the systems.  The assertion of isomorphic structures is further supported by a logical explanation of the mechanisms of systemic interaction between components of each system.  This analysis can assist technical managers tasked with groundwater management to better understand this complex technical system.     ",
74,Charging Change,,,"The brutal fact that about 70% of change initiatives fail, clearly demonstrates that additional knowledge and guidelines to support organization development and change are needed. For this purpose, this work presents a framework of six batteries of change that seem essential to charge an organizations capacities for change. The framework brings together the expertise of four specialists that all have developed their insights over many years of study and practice, taking a different angle on how to approach change in various types of organizations. The model has been validated through an extensive review of the management literature on organization development and change. The face validity of the framework has been confirmed by several change agents and CEOs of organizations in Belgium. Besides providing a description of the main characteristics of the six batteries, the framework illustrates how sustainable change requires a balance between two dimensions. On one side it is critical to combine a formal, analytical approach with informal, emotional change levers. On the other side, it is essential to assure integration and alignment between the strategic, tactical and operational activities of the organization in order to seek balance between an internal short term perspective, and a long term external perspective, that in many organizations is responsible for tensions between the corporate (global) level and local departments or business units. As such, the framework allows both detecting potential pitfalls and obstacles for change within a specific context and illuminating typical pains of change patterns that can be identified across organizations.",
75,Japanese video game platforms and cellphones: Why did one product category succeed and not the other? ,,,"The year 2015 finds Japanese cellphone manufacturers with less than 2% of the global market. Many factors have been put forward in explanation for the failure of Japanese companies to enjoy sustained success in this market and translate Japanese local innovation to the global arena. Such factors often cited include the isolation and uniqueness of the Japanese market, fragmented cellphone standards, and the difficulty of Japanese companies in collaborating with Western companies in R&D and software development. In contrast, the global videogame platform market is dominated by Japanese manufacturers in spite of facing a growing demand for ever more complex game software and supporting software. The contrast between these two apparently similar product categories raises the question regarding the factors that led to the success of one and the failure of the other. This study examines the literature associated with both fields and develops an explanatory conceptual framework.",
76,Understanding and identifying effective technical problem solving strategies ,,,Problem-solving strategies are critical to effective problem solving yet few individuals and teams understand how these strategies affect their work. A lack of understanding can result in the inability to solve complex problems that in turn raises the costs of solving these problems. This paper will discuss technical problem solving strategies starting with a basic overview of problem solving theory followed by a description of several types of problem solving strategies. The paper will conclude with an explanation of factors to be considered when developing an overall technical problem solving strategy. The intended audience for this paper is managers of teams performing frequent problem solving. Other technical roles such as engineers can apply the ideas in this paper to address technical problems they may face. Individuals can also find value in the recommendations to improve their own technical problem solving strategies as well.,
77,What if the Gurus were Right - Part III ,,,"~~This installment moves away from examining examples of and the reasons for the gap between academic research and the needs of the practitioner.  Here we think about what the gurus have been saying and what potential improvements could be achieved if their ideas were implemented and proved to be correct.  Looking at some past conference papers, we find some ideas that provide different directions that future research could follow and speculate on what benefits could spin out of it.  People such as Frederick Herzberg, Tom Peters, and Henry Mintzberg all reflected at some point in their career on how the implementation of their message and the resulting research did not take the paths they had hoped they had started.  We have all experienced difficulty in getting processes to work consistently and outcomes are often very different than anyone predicted.  Is it possible that focusing on the large scale of organizations and the large samples required to reach statistical significance that we fail to recognize the impact of single individuals?  How much of what we do today has been influenced by the original findings of Frederick Taylor and his one best way to lessen the variability in the skill levels of the workers?  How much have we molded our research to make it fit into a computer analysis and stripped out the factors that do not easily fit into a measureable variable?  What if the gurus have been right all along?",
78,Effective leadership of contingent engineering workers ,,,"Approximately 40% of workers in the USA are employed on a contingent basis (i.e. independent contractors, temporary employees, freelancers), including substantial numbers of engineering professionals.  Engineering managers who utilize contingent engineering workers do not have any formal, legal supervisor-employee hierarchical relationship with them.  However, engineering managers often assume a leadership role in making work assignments, directing activities, evaluating work product and obtaining the best performance from the contingent workers.  How can engineering managers best provide effective leadership to contingent engineering workers without incurring undesirable risk?  What should engineering managers consider in selecting optimal leadership approaches and tactics for the contingent engineering workforce?  The author discusses an extensive body of existing research in presentation of the literature review and new, primary research drawn from surveys of over 4,900 North American engineering professionals is introduced.  Distinctions are drawn between effective leadership practices for regular employees and contingent workers.",
79,Understanding Leadership Development with the Lifetime Leadership Inventory ,,,"As evident by the volume of publications and research studies, leadership is a topic of keen interest to both the general public and researchers.  Since leadership has an impact on all areas of society, this interest is not unexpected.  What is unexpected is that despite all of the attention it garners, leadership remains a poorly understood topic, with scholars unable to even reach consensus on a single definition. Given this state, it is perhaps not surprising that efforts to understand how leaders develop are common in the leadership literature, but offer few clear-cut solutions for how best to grow future leaders.  One reason for this lack of a clear leadership development path is that research into leadership development tends to focus on the characteristics of the leaders being studied, and investigates the experiences that lead to the development of the leader far less often. Studies that do investigate the impact of experiences tend to utilize structured interview techniques, resulting in limited breadth and small sample sizes.  This study sought to provide a means to address this limitation through development of a new instrument, the Lifetime Leadership Inventory (LLI) that investigate a breadth of experiences theorized in the literature to impact leader development.  The LLI enables researchers to understand a breadth of development experiences undertaken by respondents and gather that information from a considerably larger sample than interview based studies enable.  This paper discusses the need for the LLI, its theoretical foundation, and the process undertaken to develop and validate the instrument.",
80,"Lead the Vision, Follow the Path ",,,"This paper discusses the role of followership in the context of visionary leadership. The concept of visionary leadership uses an individuals personal capabilities, behavior, and the effect of organization to determine an individuals approach to leadership. A large part of being able to lead is being able to follow. Many people may believe that a follower simply follows the directives  set in place by a member in a higher hierarchical position and that a leaders sole purpose is to give directions to his/ her subordinates. This ideology holds some merit, however that is not the a complete presentation of the follower-leader dyad. Research has shown that the higher a leader is in the hierarchy, the greater the follower that leader becomes.",
81,What users want from ASEM? An Analysis of ASEM Web Traffic and Social Media Data ,,,"American Society for Engineering Management (ASEM) has a very loyal membership base. However, there is a potential national and international membership pool that is untapped. How can we cater to this potential pool of members that can enhance ASEMs global presence? The answer may be in ASEMs website and social media profiles, specifically Facebook and LinkedIn. By analyzing the trends in the website and social media traffic we can better understand our potential membership base and the digital channels through best to reach them. This paper is an attempt at looking at the trends in website data  search terms used to find the website, length of stay on the website, most visited links, and country of origin. A similar analysis will be performed on LinkedIn data  geographical location, career level, career field, and so on. Likewise, Facebook data will also be analyzed due to the fact that it provides a different user base than those who may visit the website or the LinkedIn page, particularly in terms of potential student members. The aim of the paper is to establish a value proposition that may attract future members and retain current members.",
82,The effects of implementation of Service Learning into Engineering Management & Construction Management Courses ,,,"Service learning is a teaching and learning strategy that integrates meaningful community service with instruction and reflection to enrich the learning experience, teach civic responsibility, and strengthen communities. Considering the practicality of the engineering profession, the administration and faculty at XYZ University thought it would be beneficial to incorporate service learning into various engineering courses, including Engineering Management (EM) as well as Civil Engineering and Construction Management (CECM) courses, starting in Fall 2014. Faculty members in EM as well as CECM, had contacts in local non-profit organizations and expressed interest to further strengthen their existing relationships with them. This was done by getting real projects that the students would work on, as assignments in their respective classes. Both organizations responded favorably. At the end of the Fall 2014 semester, both faculty members evaluated the effects of the service learning aspect on the student learning outcomes. There will also be a comparative study done between the effects on the undergraduate students as well as the graduate students who participated in this program. The expected findings of this study will help the authors in drawing preliminary conclusions with respect to the implementation of service learning into engineering management, civil engineering and construction management courses. Based on the findings, the authors will decide whether to continue the service learning aspect over a period of 4-6 semesters and make the findings a part of a longitudinal study.",
83,Development of an Integrated Model for New ASEM Products and Services ,,,"Many technical professional societies have technical divisions to which its members can belong.  The American Society for Engineering Management has had no divisional structure since its inception.  Within the last decade, ASEM has developed the Engineering Management Body of Knowledge (EMBOK), which is comprised of eleven domains of knowledge.   The various product and service offerings of ASEM are moving into line with the EMBOK domains as part of the societys strategic plan and vision.  The Society is now considering how to effectively introduce Domain Interest Groups, or DIGs, to better serve its members and the profession worldwide. This paper will present the results of a survey of persons interested in engineering management across the world.  This survey was presented to the ASEM membership, ASEM LinkedIn group, the ASEM Facebook group, the ASEM Twitter group, and others.  Executives, managers, engineers, and students provided feedback relative to their career needs, knowledge domains, professional development, professional certification and licensure, participation in professional societies, and future ASEM conferences.   This information will be used to help identify how interest groups and customer needs can be introduced in order to meet the needs of engineering managers, as well as further the discussion on marketing and developing new products and services by ASEM.",
84,Creating a transactive memory map to improve team knowledge sharing,,,Transactive memory is important to team learning as it defines not only who has information key for completing tasks but also metaknowledge which communicates which team members have what information. An effective transactive memory map aids in understanding how team members locate and share team knowledge so that any opportunities for improving team knowledge sharing can be identified and in identifying transactive memory deficiencies allowing them to address them before team knowledge sharing breaks down. This presentation will discuss how to use cognitive work analysis and network analysis tools to develop a transactive memory map. A brief definition of transactive memory and how it applies to team learning will be provided followed by detailed instructions on how to develop a transactive memory map. Recommendations on how to use the transactive memory map combined with advantages and disadvantages of various transactive memory configurations will conclude the paper. The intended audience for this paper is engineering managers or team leaders although any individual requiring assistance in understanding complex team learning factors would also find the tools and recommendations in this paper useful.,
85,Workplace Competencies: What's Needed,,,"One of the primary strategic requirements in today's competitive environment is that of a competent workforce.  During the last several years, much has been said about a decline in overall competitiveness among U.S. companies.  To some degree, such a decline is said to be traceable to the competency level of U.S. workers. This paper explores the issue of employee (worker) competence levels in the U.S.  Attempts are made to assess the following basic questions:  What competencies are needed in U.S. companies today?  What competencies are being presented by people entering the workforce?  What is the nature of the gap between competencies needed and competencies being offered? What are some means for closing the ""gap?"" Engineers, managers, and educators are expected to benefit from the exploration of the questions being posed.  The ASEM organization, too, may find a particular role to play in helping to provide appropriate solutions to the workforce preparation.",
86,Development of an Instrument to Understand Nurse-Physician Relationships ,,,"US healthcare faces a variety of complex challenges as pressure builds to lower costs while simultaneously improving care quality. These challenges have drawn many researchers seeking ways to improve healthcare delivery. Two key issues commonly identified in these efforts are: 1) The need to reduce adverse patient outcomes caused by medical errors, and 2) The need to reduce staffing shortages that lead to lower levels of direct patient interaction. Several studies have shown that disruptive behavior, especially within nurse-physician interactions, can be a material contributor to both of these issues because they can lead to turnover and create additional stress and cognitive loading for those who remain. While researchers have investigated the nature of nurse-physician interaction, these studies tend to focus on the perception of nurses and not physicians.  In addition, studies generally do not investigate the underlying culture that supports these behaviors.  Social Norms Theory (SNT) presents a novel approach to investigate behavioral norms in the healthcare workplace.  SNT suggests that people tend to behave in the way they believe is most typical of and accepted by their peers. Unfortunately, perceptions of behaviors are frequently inaccurate, with views of problematic behaviors overestimated and healthy behaviors underestimated. This disconnect may lead individuals to believe that disruptive behavior is an acceptable norm, when the true norms disagree. This study leveraged SNT as a means to address both gaps by developing a new survey instrument that involves both nurses and physicians to measure norms.  This paper discusses the development and validation of the instrument.",
87,Analytic Hierarchy Approach to Inland Waterway Cargo Prioritization and Terminal Allocation ,,,"The cargo prioritization terminal allocation problem (CPTAP) applied to inland waterway disruptions studies the integrated assignment and scheduling problem of disrupted barges to terminals, where the cargo is offloaded to be transported by an alternative transportation mode, with the aim of minimizing the total value loss. We propose a solution approach that divides the problem into two components: assignment of the disrupted barges to the terminals and scheduling of the barges assigned to each particular terminal. Both components use a priority index associated to each type of cargo, which is obtained from an Analytic Hierarchical Process (AHP) approach. The first component is tackled by solving a sequence of assignment problems using an integer programming (IP) model that minimizes transportation and handling time. The second component of the decision, offloading scheduling of the barges at each terminal, is addressed by using the priority indexes obtained with AHP. The higher the priority index of a barges cargo, the earlier the barge will be scheduled for offloading. The proposed solution approach is easier to implement compared with previous work based on a non-linear approach. A case example is presented to illustrate our results.",
88,Value-Focused Assessment of Cargo Value Decreasing Rates,,,"Transportation is an essential component of any economy, and cargo disruptions can have substantial economic and societal impacts. These damaging consequences can be mitigated through quantitative assessment and prioritization of disrupted cargo such that the critical cargo is redirected intelligently. We have developed a cargo prioritization and terminal allocation decision model that minimizes the total value loss of cargo disruptions. The model results in a substantially lower total value loss when compared to a naïve minimize distance approach. Since the value decreasing rate is a critical component of such models, there is a need for a robust methodology to comprehensively assess the value decreasing rate of disrupted cargo in support of efficient and effective disruption response. The talk will present a value-focused thinking (VFT) approach to develop a cargo value decreasing rate (CVDR), the rate at which the economic and societal value of cargo diminishes as time elapses. An example based on barge cargos transported on the inland waterways is incorporated to exemplify the developed methodology. This VFT approach contributes a rigorous method for CVDR assessment, which in turn contributes to better quality cargo prioritization models.",
89,Smart Measures: An Alternative Approach to Prioritizing Performance Measurements for Business Consultants based on Organizational Design ,,,"The intent of this research is to explore the autonomy of performance measures using a system of systems thinking perspective within the Business Management Consultant community, whereas the characteristics of an Organizations design and its prioritization preference of measures are used to assess overall performance and suggest whether the prioritization of a measure should change to realize improved performance.  This phenomenon would suggest that there is a set of relevant performance measurement priorities based on the characteristics of the organizations design that can be used to realize strategic goals empirically.  Although there are several elements used to assess the characteristics of Organizational Design this research will only focus on culture and leadership style. The classification of culture and leadership style will be determined by the Decision Maker(s) in the form of a survey.  Organizational Culture Assessment Instrument (OCAI) is used to determine organizational culture. Multi-Leadership Questionnaire (MLQ) 5x is used to determine leadership style. Pairwise comparison will be used to determine the Decision Maker(s) weighting preference of measures. Fuzzy Cognitive Mapping is a tool commonly used to represent system behavior and will be used in this study to assess the overall performance. This research posits that the weighted relevance of performance measures is highly correlated to the characteristics of the organizations design and that smart measures will evolve with the ability to indicate when a change in the prioritization of measures is needed through the use of the Hebbians learning algorithm. This approach introduces the concept of smart measures. ",
90,Learning Organization Characteristics in Deployed Military Units ,,,"In order to be successful, research suggests that organizations must be able to adapt to their environment. One approach for achieving this is for an organization to become what is called a Learning Organization. The approach, and underlying theory, has been adapted to different organizational settings, but while the characteristics of Learning Organizations have been studied in many areas, there have been relatively few studies on these characteristics in the context of the military. More specifically, there has been little effort to investigate whether deployed military units function as Learning Organizations. The purpose of this study is to evaluate the characteristics of a Learning Organization in this context and to consider the impact of these characteristics and leadership style on mission success. To pilot test the approach for the larger study, a series of interviews and three focus groups were conducted with members of the Belgian Armed Forces who had recently participated in one or more deployed missions. In addition, each participant was also asked to complete a questionnaire adapted from the Multifactor Leadership Questionnaire (MLQ) and Dimensions of the Learning Organization Questionnaire (DLOQ). The results and implications are discussed and a basic framework of these relationships is proposed.",
91,Key Factors Driving Personnel Downsizing In Multinational Military Organizations ,,,"Although downsizing has long been a topic of research in traditional organizations, there are very few studies of this phenomenon in military contexts. As a result, we have little understanding of the key factors that drive personnel downsizing in military setting. This study contributes to our understanding of key factors that drive personnel downsizing in military organizations and whether those factors may differ across NATO nations cultural clusters. The theoretical framework for this study was built from studies in non-military contexts and adapted to fit the military environment. This research relies on historical data from one of the largest multinational coalition forces worldwide. Time series cross-sectional dynamic panel data from 28 NATO countries over 23 years (1990-2012) were gathered. A series of analyses by using Arellano-Bond Generalized Method of Moments (GMM) one-step difference method with robust standard errors were conducted in two steps. For the first step, an inspection of the key factors that drive personnel downsizing was analyzed by using Stata xtabond estimation. For the second step, an analysis of whether or not the key factors differ across NATO nations cultural clusters was conducted. The findings from this research contribute to the discipline of engineering management by providing a model to improve our understanding and ability to predict future personnel downsizing decisions and to increase our understanding of military governance not only NATO wide but also worldwide. Differences found across cultural clusters make this study more noteworthy.",
92,Game-Based Simulation in Urban Planning Decision-Making,,,"Climate change has influenced many municipalities to think holistically about the status of their infrastructure, the resulting living environment and the life-style of their residents. However, climate change is not the only factor; future expansion and improvements are also critical. Thus, municipalities have started planning and acting accordingly to solve or mitigate any potential impact from climate change and other possible challenges on their residents and infrastructure. Understanding the current situation of the infrastructure and residents satisfaction have become pivotal as well. After many studies, modern municipalities have found that their actions directly affect residents welfare, health and safety. Thus, they put great attention on the decision-making process and created panels that include residents, experts, institutions, and governmental agencies to plan and decide their future city ambiance. By increasing safety and providing a healthy environment, cities will boost their current residents satisfaction, and have the potential of gaining more residents and expanding. Considering all of these aspects means that cities are going to develop and grow rapidly and consequently their income will increase in various ways. To understand the importance of these actions and consequences, this study utilizes the SimCity4 game as a simulation tool. Included in the analysis are the impact of utilities, safety and security elements, waste management, transportation, and urban planning. The SimCitys major metrics, population and residents satisfaction along with tax income and the citys capital were observed in determining how the decision-making process influenced the city's performance.",
93,Managing Stakeholder Satisfaction through Optimization for Sustainability in Higher Education: A Challenging Process,,,"Building sustainable universities calls for participation in management, requiring collaboration and cooperation with stakeholders who usually have competing objectives. Combining analytic hierarchy/network processes (AHP/ANP) with statistical analysis and mathematical modeling, this research proposes a framework that can be used by decision makers in higher education for integrating stakeholder preferences into strategic decisions. The proposed framework is applied to a private university in Turkey as a case study through a survey of 30 participants, representing key internal stakeholder groups  graduate and undergraduate students, faculty, administrative staff, and top management. The survey demonstrates stakeholders priorities with respect to sustainability performance indicators and a set of investment projects, as well as how they change under low, medium and high financial constraints. The present research extends literature both methodologically and in scope. First, it adds a statistical analysis component involving a diverse sample of stakeholders, while previous applications of AHP/ANP in higher education involve a single or a few decision makers. Then, based on the collected data, it also proposes various types of mathematical models including stochastic, integer and nonlinear ones to optimize the satisfaction levels of different stakeholder groups.",
94,The Big Five Questions: Strategy Simplified ,,,"Owners and senior executives in smaller companies, and startup companies especially, often struggle to ask the proper questions and collect reasonable information that will help them gain competive advantage in the marketplace.  In an increasing competitive marketplace, corporate leaders must not only have great products (or services), but also have strong focus on key matters that will help them become (and remain) highly competitive.  This paper draws upon considerable experience of the author in working with these issues.  The overall strategic analysis methodology is not explored, although it is discussed, briefly.  Rather, there are actions and questions presented in terms of ""The Big Five Questions"" that have proved to be extremely useful to many company owners and senior managers in companies, both large (revenues in excess of $1 billion) and small. Any individual currently leading an organization, or planning to be in a leadership role, is expected to benefit from this paper. Both practicioners of management, and students of management and engineering, should benefit from the ideas and suggestions.",
95,A Hybrid Approach of Intuitionistic Fuzzy Set Theory and DEMATEL Method to Prioritize Selection Criteria of Bank Branches Locations ,,,"Optimally locating new bank branches is a strategic decision in banking industry in order to stay competitive. The importance of this issue is primarily due to the fact that locating branches in appropriate sites is one of the main factors in absorbing and satisfying bank customers. This results in a core benefit for banks, particularly in a vibrant competition. In addition, without a set of well-chosen selection criteria and their prominence, the goal of locating suitable sites for bank branches would not be efficiently achieved. In this research, six most widely used criteria for bank branch location consideration are obtained from the literature review. These criteria include demographic attributes, access to public facilities, transportation, competition, cost and flexibility. In order to prioritize these criteria, an integrated methodology of the intuitionistic fuzzy set theory as well as Decision Making Trial and Evaluation Laboratory Model (DEMATEL) technique (i.e. IFDEMATEL) are utilized. The DEMATEL technique considers interrelationships between criteria. Furthermore, the intuitionistic fuzzy set theory, which has some advantages over fuzzy set theory, to include the vagueness and imprecision of subjective judgments of specialists is applied. As a case study, a well-known Iranian public bank in the city of Rasht, Iran is considered. Consequently, the obtained ranks from the integrated method provide useful information for bank managers in determining efficient locations of their new branches.",
96,A SERVQUAL Model Approach Integrated with Fuzzy AHP and Fuzzy TOPSIS Methodologies to Rank Insurance Firms ,,,"Ranking life insurance firms, particularly regarding customer-oriented criteria, has become a significant research priority of many insurance research centers. This is mainly due to the effective role of life insurance in improving the capital market and the role of service quality in customer satisfaction. This issue has remained one of the major topics associated with insurance industry which has not been sufficiently explored in the literature. This study aims at prioritizing insurance firms which hold the majority proportion of Iran's total life insurance market. Life insurers are assessed and ranked with regard to 5 criteria of customer service quality in the SERVQUAL model as well as opinions of 43 qualified insurance brokers in Tehran, Iran. Fuzzy Analytic Hierarchy Process (FAHP) is utilized to determine the importance weight of each criterion of the SERVQUAL (service quality) model. After which, the Fuzzy Technique for Order of Preference by Similarity to Ideal Solution (Fuzzy TOPSIS) is applied in order to rank the firms. Both Multiple Attribute Decision Making (MADM) methods are conducted in the fuzzy environment to handle the uncertainty and impreciseness of one's subjective judgments. The results revealed the ranking of 13 Iranian insurance companies in the context of life insurance.",
97,Fuzzy Logic Applications in Supply Chain Performance Measurement ,,,"Supply chain, undoubtedly, is an area of wide research and application. It apparently is an incredible network, which comes in to existence with the formation of every organization and, becomes automatically complex as the organization progresses. There are many aspects in supply chain that interest researchers, out of which, development of a supply chain performance measurement method, is having a lot of avenues still left to explore. Fuzzy logic techniques, on the other hand, has wide applications across many fields and, is known to be one of the best means for dealing with uncertainty issues found in data sets. This study is aimed at exploring instances where fuzzy logic technique has been applied to measure supply chain performance. It outlines major research outputs and provides a discussion on a possible venture that bears promise of a combination of fuzzy logic technique with a genetic algorithm for better supply chain performance measurement results. The findings are anticipated to be of value for academia working on supply chain performance measurement, who are particularly looking at improving the accuracy of results.",
98,Curriculum Topics in Non-ABET Accredited Engineering Management Programs ,,,"The American Society for Engineering Education (ASEE) database on engineering programs and graduates indicates there are 23 programs in the United States classifying themselves as engineering management (EM).  Of these 23 programs, only five are ABET accredited EM programs.  Additionally, there are six ABET accredited EM programs not listed in the ASEE database.  Overall, there are only 11 ABET accredited EM programs on a national basis (programs with management in the name).  It is unclear why the majority of the ASEE EM programs do not pursue ABET accreditation.  Possible explanations may involve curriculum which does not contain sufficient engineering content and thus may not be able to be ABET accredited.    This paper explores this issue by analyzing these non- ABET EM programs and documenting the curricular content along with the stated program mission.  The paper examines the allocation of credits and explores whether these programs could be ABET accredited or whether the content potentially precludes this.  It generalizes the curricular approach employed by these programs to accomplish the program mission.  The results will inform program planners who may be considering EM programs and ABET accreditation.  ",
99,Results of a Role Delineation Study for the AEM and PEM Certification Exam ,,,A role delineation study was conducted to validate the competency areas for the Associate Engineering Manager (AEM) and the Professional Engineering Manager (PEM) certification examinations offered by the American Society for Engineering Management (ASEM). The study was conducted using a single stage web based survey. The survey subjects were asked demographic questions followed by likert type questions to rate the sub domains of Engineering Management Body of Knowledge (EMBOK). Parallel questions to include the topics on the AEM and PEM certification exams were also asked on a dichotomous scale. The survey also asked the participants to choose if it was necessary to include each of the sub domains in the exams. The competency areas were categorized based on the mean and standard deviation of the ratings. An exam blueprint was obtained for the certification exams and the competency areas in the EMBOK were also validated through the study. Detailed results of the study will be discussed in this paper.,
